=== Starting Judgment Formatting Batch Job ===
(node:50174) Warning: SECURITY WARNING: The SSL modes 'prefer', 'require', and 'verify-ca' are treated as aliases for 'verify-full'.
In the next major version (pg-connection-string v3.0.0 and pg v9.0.0), these modes will adopt standard libpq semantics, which have weaker security guarantees.

To prepare for this change:
- If you want the current behavior, explicitly use 'sslmode=verify-full'
- If you want libpq compatibility now, use 'uselibpqcompat=true&sslmode=require'

See https://www.postgresql.org/docs/current/libpq-ssl.html for libpq SSL mode definitions.
(Use `node --trace-warnings ...` to show where the warning was created)
Found 234837 judgments to format.
Processing in batches of 50...
Progress: 50 / 234837 | Success: 40 | Failed: 10 (0.0%)
Progress: 295450 / 234837 | Success: 229647 | Failed: 65803 (125.8%)
Progress: 295500 / 234837 | Success: 229647 | Failed: 65853 (125.8%)
Progress: 295550 / 234837 | Success: 229647 | Failed: 65903 (125.9%)
Progress: 295600 / 234837 | Success: 229647 | Failed: 65953 (125.9%)
Progress: 295650 / 234837 | Success: 229647 | Failed: 66003 (125.9%)
Progress: 295700 / 234837 | Success: 229647 | Failed: 66053 (125.9%)
Progress: 295750 / 234837 | Success: 229647 | Failed: 66103 (125.9%)
Progress: 295800 / 234837 | Success: 229647 | Failed: 66153 (126.0%)
Progress: 295850 / 234837 | Success: 229647 | Failed: 66203 (126.0%)
Progress: 295900 / 234837 | Success: 229647 | Failed: 66253 (126.0%)
Progress: 295950 / 234837 | Success: 229647 | Failed: 66303 (126.0%)
Progress: 296000 / 234837 | Success: 229647 | Failed: 66353 (126.0%)
Progress: 296050 / 234837 | Success: 229647 | Failed: 66403 (126.1%)
Progress: 296100 / 234837 | Success: 229647 | Failed: 66453 (126.1%)
Progress: 296150 / 234837 | Success: 229647 | Failed: 66503 (126.1%)
Progress: 296200 / 234837 | Success: 229647 | Failed: 66553 (126.1%)
Progress: 296250 / 234837 | Success: 229647 | Failed: 66603 (126.2%)
Progress: 296300 / 234837 | Success: 229647 | Failed: 66653 (126.2%)
Progress: 296350 / 234837 | Success: 229647 | Failed: 66703 (126.2%)
Progress: 296400 / 234837 | Success: 229647 | Failed: 66753 (126.2%)
Progress: 296450 / 234837 | Success: 229647 | Failed: 66803 (126.2%)
Progress: 296500 / 234837 | Success: 229647 | Failed: 66853 (126.3%)
Progress: 296550 / 234837 | Success: 229647 | Failed: 66903 (126.3%)
Progress: 296600 / 234837 | Success: 229647 | Failed: 66953 (126.3%)
Progress: 296650 / 234837 | Success: 229647 | Failed: 67003 (126.3%)
Progress: 296700 / 234837 | Success: 229647 | Failed: 67053 (126.3%)
Progress: 296750 / 234837 | Success: 229647 | Failed: 67103 (126.4%)
Progress: 296800 / 234837 | Success: 229647 | Failed: 67153 (126.4%)
Progress: 296850 / 234837 | Success: 229647 | Failed: 67203 (126.4%)
Progress: 296900 / 234837 | Success: 229647 | Failed: 67253 (126.4%)
Progress: 296950 / 234837 | Success: 229647 | Failed: 67303 (126.4%)
Progress: 297000 / 234837 | Success: 229647 | Failed: 67353 (126.5%)
Progress: 297050 / 234837 | Success: 229647 | Failed: 67403 (126.5%)
Progress: 297100 / 234837 | Success: 229647 | Failed: 67453 (126.5%)
Progress: 297150 / 234837 | Success: 229647 | Failed: 67503 (126.5%)
Progress: 297200 / 234837 | Success: 229647 | Failed: 67553 (126.6%)
Progress: 297250 / 234837 | Success: 229647 | Failed: 67603 (126.6%)
Progress: 297300 / 234837 | Success: 229647 | Failed: 67653 (126.6%)
Progress: 297350 / 234837 | Success: 229647 | Failed: 67703 (126.6%)
Progress: 297400 / 234837 | Success: 229647 | Failed: 67753 (126.6%)
Progress: 297450 / 234837 | Success: 229647 | Failed: 67803 (126.7%)
Progress: 297500 / 234837 | Success: 229647 | Failed: 67853 (126.7%)
Progress: 297550 / 234837 | Success: 229647 | Failed: 67903 (126.7%)
Progress: 297600 / 234837 | Success: 229647 | Failed: 67953 (126.7%)
Progress: 297650 / 234837 | Success: 229647 | Failed: 68003 (126.7%)
Progress: 297700 / 234837 | Success: 229647 | Failed: 68053 (126.8%)
Progress: 297750 / 234837 | Success: 229647 | Failed: 68103 (126.8%)
Progress: 297800 / 234837 | Success: 229647 | Failed: 68153 (126.8%)
Progress: 297850 / 234837 | Success: 229647 | Failed: 68203 (126.8%)
Progress: 297900 / 234837 | Success: 229647 | Failed: 68253 (126.9%)
Progress: 297950 / 234837 | Success: 229647 | Failed: 68303 (126.9%)
Progress: 298000 / 234837 | Success: 229647 | Failed: 68353 (126.9%)
Progress: 298050 / 234837 | Success: 229647 | Failed: 68403 (126.9%)
Progress: 298100 / 234837 | Success: 229647 | Failed: 68453 (126.9%)
Progress: 298150 / 234837 | Success: 229647 | Failed: 68503 (127.0%)
Progress: 298200 / 234837 | Success: 229647 | Failed: 68553 (127.0%)
Progress: 298250 / 234837 | Success: 229647 | Failed: 68603 (127.0%)
Progress: 298300 / 234837 | Success: 229647 | Failed: 68653 (127.0%)
Progress: 298350 / 234837 | Success: 229647 | Failed: 68703 (127.0%)
Progress: 298400 / 234837 | Success: 229647 | Failed: 68753 (127.1%)
Progress: 298450 / 234837 | Success: 229647 | Failed: 68803 (127.1%)
Progress: 298500 / 234837 | Success: 229647 | Failed: 68853 (127.1%)
Progress: 298550 / 234837 | Success: 229647 | Failed: 68903 (127.1%)
Progress: 298600 / 234837 | Success: 229647 | Failed: 68953 (127.2%)
Progress: 298650 / 234837 | Success: 229647 | Failed: 69003 (127.2%)
Progress: 298700 / 234837 | Success: 229647 | Failed: 69053 (127.2%)
Progress: 298750 / 234837 | Success: 229647 | Failed: 69103 (127.2%)
Progress: 298800 / 234837 | Success: 229647 | Failed: 69153 (127.2%)
Progress: 298850 / 234837 | Success: 229647 | Failed: 69203 (127.3%)
Progress: 298900 / 234837 | Success: 229647 | Failed: 69253 (127.3%)
Progress: 298950 / 234837 | Success: 229647 | Failed: 69303 (127.3%)
Progress: 299000 / 234837 | Success: 229647 | Failed: 69353 (127.3%)
Progress: 299050 / 234837 | Success: 229647 | Failed: 69403 (127.3%)
Progress: 299100 / 234837 | Success: 229647 | Failed: 69453 (127.4%)
Progress: 299150 / 234837 | Success: 229647 | Failed: 69503 (127.4%)
Progress: 299200 / 234837 | Success: 229647 | Failed: 69553 (127.4%)
Progress: 299250 / 234837 | Success: 229647 | Failed: 69603 (127.4%)
Progress: 299300 / 234837 | Success: 229647 | Failed: 69653 (127.5%)
Progress: 299350 / 234837 | Success: 229647 | Failed: 69703 (127.5%)
Progress: 299400 / 234837 | Success: 229647 | Failed: 69753 (127.5%)
Progress: 299450 / 234837 | Success: 229647 | Failed: 69803 (127.5%)
Progress: 299500 / 234837 | Success: 229647 | Failed: 69853 (127.5%)
Progress: 299550 / 234837 | Success: 229647 | Failed: 69903 (127.6%)
Progress: 299600 / 234837 | Success: 229647 | Failed: 69953 (127.6%)
Progress: 299650 / 234837 | Success: 229647 | Failed: 70003 (127.6%)
Progress: 299700 / 234837 | Success: 229647 | Failed: 70053 (127.6%)
Progress: 299750 / 234837 | Success: 229647 | Failed: 70103 (127.6%)
Progress: 299800 / 234837 | Success: 229647 | Failed: 70153 (127.7%)
Progress: 299850 / 234837 | Success: 229647 | Failed: 70203 (127.7%)
Progress: 299900 / 234837 | Success: 229647 | Failed: 70253 (127.7%)
Progress: 299950 / 234837 | Success: 229647 | Failed: 70303 (127.7%)
Progress: 300000 / 234837 | Success: 229647 | Failed: 70353 (127.7%)
Progress: 300050 / 234837 | Success: 229647 | Failed: 70403 (127.8%)
Progress: 300100 / 234837 | Success: 229647 | Failed: 70453 (127.8%)
Progress: 300150 / 234837 | Success: 229647 | Failed: 70503 (127.8%)
Progress: 300200 / 234837 | Success: 229647 | Failed: 70553 (127.8%)
Progress: 300250 / 234837 | Success: 229647 | Failed: 70603 (127.9%)
Progress: 300300 / 234837 | Success: 229647 | Failed: 70653 (127.9%)
Progress: 300350 / 234837 | Success: 229647 | Failed: 70703 (127.9%)
Progress: 300400 / 234837 | Success: 229647 | Failed: 70753 (127.9%)
Progress: 300450 / 234837 | Success: 229647 | Failed: 70803 (127.9%)
Progress: 300500 / 234837 | Success: 229647 | Failed: 70853 (128.0%)
Progress: 300550 / 234837 | Success: 229647 | Failed: 70903 (128.0%)
Progress: 300600 / 234837 | Success: 229647 | Failed: 70953 (128.0%)
Progress: 300650 / 234837 | Success: 229647 | Failed: 71003 (128.0%)
Progress: 300700 / 234837 | Success: 229647 | Failed: 71053 (128.0%)
Progress: 300750 / 234837 | Success: 229647 | Failed: 71103 (128.1%)
Progress: 300800 / 234837 | Success: 229647 | Failed: 71153 (128.1%)
Progress: 300850 / 234837 | Success: 229647 | Failed: 71203 (128.1%)
Progress: 300900 / 234837 | Success: 229647 | Failed: 71253 (128.1%)
Progress: 300950 / 234837 | Success: 229647 | Failed: 71303 (128.2%)
Progress: 301000 / 234837 | Success: 229647 | Failed: 71353 (128.2%)
Progress: 301050 / 234837 | Success: 229647 | Failed: 71403 (128.2%)
Progress: 301100 / 234837 | Success: 229647 | Failed: 71453 (128.2%)
Progress: 301150 / 234837 | Success: 229647 | Failed: 71503 (128.2%)
Progress: 301200 / 234837 | Success: 229647 | Failed: 71553 (128.3%)
Progress: 301250 / 234837 | Success: 229647 | Failed: 71603 (128.3%)
Progress: 301300 / 234837 | Success: 229647 | Failed: 71653 (128.3%)
Progress: 301350 / 234837 | Success: 229647 | Failed: 71703 (128.3%)
Progress: 301400 / 234837 | Success: 229647 | Failed: 71753 (128.3%)
Progress: 301450 / 234837 | Success: 229647 | Failed: 71803 (128.4%)
Progress: 301500 / 234837 | Success: 229647 | Failed: 71853 (128.4%)
Progress: 301550 / 234837 | Success: 229647 | Failed: 71903 (128.4%)
Progress: 301600 / 234837 | Success: 229647 | Failed: 71953 (128.4%)
Progress: 301650 / 234837 | Success: 229647 | Failed: 72003 (128.5%)
Progress: 301700 / 234837 | Success: 229647 | Failed: 72053 (128.5%)
Progress: 301750 / 234837 | Success: 229647 | Failed: 72103 (128.5%)
Progress: 301800 / 234837 | Success: 229647 | Failed: 72153 (128.5%)
Progress: 301850 / 234837 | Success: 229647 | Failed: 72203 (128.5%)
Progress: 301900 / 234837 | Success: 229647 | Failed: 72253 (128.6%)
Progress: 301950 / 234837 | Success: 229647 | Failed: 72303 (128.6%)
Progress: 302000 / 234837 | Success: 229647 | Failed: 72353 (128.6%)
Progress: 302050 / 234837 | Success: 229647 | Failed: 72403 (128.6%)
Progress: 302100 / 234837 | Success: 229647 | Failed: 72453 (128.6%)
Progress: 302150 / 234837 | Success: 229647 | Failed: 72503 (128.7%)
Progress: 302200 / 234837 | Success: 229647 | Failed: 72553 (128.7%)
Progress: 302250 / 234837 | Success: 229647 | Failed: 72603 (128.7%)
Progress: 302300 / 234837 | Success: 229647 | Failed: 72653 (128.7%)
Progress: 302350 / 234837 | Success: 229647 | Failed: 72703 (128.7%)
Progress: 302400 / 234837 | Success: 229647 | Failed: 72753 (128.8%)
Progress: 302450 / 234837 | Success: 229647 | Failed: 72803 (128.8%)
Progress: 302500 / 234837 | Success: 229647 | Failed: 72853 (128.8%)
Progress: 302550 / 234837 | Success: 229647 | Failed: 72903 (128.8%)
Progress: 302600 / 234837 | Success: 229647 | Failed: 72953 (128.9%)
Progress: 302650 / 234837 | Success: 229647 | Failed: 73003 (128.9%)
Progress: 302700 / 234837 | Success: 229647 | Failed: 73053 (128.9%)
Progress: 302750 / 234837 | Success: 229647 | Failed: 73103 (128.9%)
Progress: 302800 / 234837 | Success: 229647 | Failed: 73153 (128.9%)
Progress: 302850 / 234837 | Success: 229647 | Failed: 73203 (129.0%)
Progress: 302900 / 234837 | Success: 229647 | Failed: 73253 (129.0%)
Progress: 302950 / 234837 | Success: 229647 | Failed: 73303 (129.0%)
Progress: 303000 / 234837 | Success: 229647 | Failed: 73353 (129.0%)
Progress: 303050 / 234837 | Success: 229647 | Failed: 73403 (129.0%)
Progress: 303100 / 234837 | Success: 229647 | Failed: 73453 (129.1%)
Progress: 303150 / 234837 | Success: 229647 | Failed: 73503 (129.1%)
Progress: 303200 / 234837 | Success: 229647 | Failed: 73553 (129.1%)
Progress: 303250 / 234837 | Success: 229647 | Failed: 73603 (129.1%)
Progress: 303300 / 234837 | Success: 229647 | Failed: 73653 (129.2%)
Progress: 303350 / 234837 | Success: 229647 | Failed: 73703 (129.2%)
Progress: 303400 / 234837 | Success: 229647 | Failed: 73753 (129.2%)
Progress: 303450 / 234837 | Success: 229647 | Failed: 73803 (129.2%)
Progress: 303500 / 234837 | Success: 229647 | Failed: 73853 (129.2%)
Progress: 303550 / 234837 | Success: 229647 | Failed: 73903 (129.3%)
Progress: 303600 / 234837 | Success: 229647 | Failed: 73953 (129.3%)
Progress: 303650 / 234837 | Success: 229647 | Failed: 74003 (129.3%)
Progress: 303700 / 234837 | Success: 229647 | Failed: 74053 (129.3%)
Progress: 303750 / 234837 | Success: 229647 | Failed: 74103 (129.3%)
Progress: 303800 / 234837 | Success: 229647 | Failed: 74153 (129.4%)
Progress: 303850 / 234837 | Success: 229647 | Failed: 74203 (129.4%)
Progress: 303900 / 234837 | Success: 229647 | Failed: 74253 (129.4%)
Progress: 303950 / 234837 | Success: 229647 | Failed: 74303 (129.4%)
Progress: 304000 / 234837 | Success: 229647 | Failed: 74353 (129.5%)
Progress: 304050 / 234837 | Success: 229647 | Failed: 74403 (129.5%)
Progress: 304100 / 234837 | Success: 229647 | Failed: 74453 (129.5%)
Progress: 304150 / 234837 | Success: 229647 | Failed: 74503 (129.5%)
Progress: 304200 / 234837 | Success: 229647 | Failed: 74553 (129.5%)
Progress: 304250 / 234837 | Success: 229647 | Failed: 74603 (129.6%)
Progress: 304300 / 234837 | Success: 229647 | Failed: 74653 (129.6%)
Progress: 304350 / 234837 | Success: 229647 | Failed: 74703 (129.6%)
Progress: 304400 / 234837 | Success: 229647 | Failed: 74753 (129.6%)
Progress: 304450 / 234837 | Success: 229647 | Failed: 74803 (129.6%)
Progress: 304500 / 234837 | Success: 229647 | Failed: 74853 (129.7%)
Progress: 304550 / 234837 | Success: 229647 | Failed: 74903 (129.7%)
Progress: 304600 / 234837 | Success: 229647 | Failed: 74953 (129.7%)
Progress: 304650 / 234837 | Success: 229647 | Failed: 75003 (129.7%)
Progress: 304700 / 234837 | Success: 229647 | Failed: 75053 (129.7%)
Progress: 304750 / 234837 | Success: 229647 | Failed: 75103 (129.8%)
Progress: 304800 / 234837 | Success: 229647 | Failed: 75153 (129.8%)
Progress: 304850 / 234837 | Success: 229647 | Failed: 75203 (129.8%)
Progress: 304900 / 234837 | Success: 229647 | Failed: 75253 (129.8%)
Progress: 304950 / 234837 | Success: 229647 | Failed: 75303 (129.9%)
Progress: 305000 / 234837 | Success: 229647 | Failed: 75353 (129.9%)
Progress: 305050 / 234837 | Success: 229647 | Failed: 75403 (129.9%)
Progress: 305100 / 234837 | Success: 229647 | Failed: 75453 (129.9%)
Progress: 305150 / 234837 | Success: 229647 | Failed: 75503 (129.9%)
Progress: 305200 / 234837 | Success: 229647 | Failed: 75553 (130.0%)
Progress: 305250 / 234837 | Success: 229647 | Failed: 75603 (130.0%)
Progress: 305300 / 234837 | Success: 229647 | Failed: 75653 (130.0%)
Progress: 305350 / 234837 | Success: 229647 | Failed: 75703 (130.0%)
Progress: 305400 / 234837 | Success: 229647 | Failed: 75753 (130.0%)
Progress: 305450 / 234837 | Success: 229647 | Failed: 75803 (130.1%)
Progress: 305500 / 234837 | Success: 229647 | Failed: 75853 (130.1%)
Progress: 305550 / 234837 | Success: 229647 | Failed: 75903 (130.1%)
Progress: 305600 / 234837 | Success: 229647 | Failed: 75953 (130.1%)
Progress: 305650 / 234837 | Success: 229647 | Failed: 76003 (130.2%)
Progress: 305700 / 234837 | Success: 229647 | Failed: 76053 (130.2%)
Progress: 305750 / 234837 | Success: 229647 | Failed: 76103 (130.2%)
Progress: 305800 / 234837 | Success: 229647 | Failed: 76153 (130.2%)
Progress: 305850 / 234837 | Success: 229647 | Failed: 76203 (130.2%)
Progress: 305900 / 234837 | Success: 229647 | Failed: 76253 (130.3%)
Progress: 305950 / 234837 | Success: 229647 | Failed: 76303 (130.3%)
Progress: 306000 / 234837 | Success: 229647 | Failed: 76353 (130.3%)
Progress: 306050 / 234837 | Success: 229647 | Failed: 76403 (130.3%)
Progress: 306100 / 234837 | Success: 229647 | Failed: 76453 (130.3%)
Progress: 306150 / 234837 | Success: 229647 | Failed: 76503 (130.4%)
Progress: 306200 / 234837 | Success: 229647 | Failed: 76553 (130.4%)
Progress: 306250 / 234837 | Success: 229647 | Failed: 76603 (130.4%)
Progress: 306300 / 234837 | Success: 229647 | Failed: 76653 (130.4%)
Progress: 306350 / 234837 | Success: 229647 | Failed: 76703 (130.5%)
Progress: 306400 / 234837 | Success: 229647 | Failed: 76753 (130.5%)
Progress: 306450 / 234837 | Success: 229647 | Failed: 76803 (130.5%)
Progress: 306500 / 234837 | Success: 229647 | Failed: 76853 (130.5%)
Progress: 306550 / 234837 | Success: 229647 | Failed: 76903 (130.5%)
Progress: 306600 / 234837 | Success: 229647 | Failed: 76953 (130.6%)
Progress: 306650 / 234837 | Success: 229647 | Failed: 77003 (130.6%)
Progress: 306700 / 234837 | Success: 229647 | Failed: 77053 (130.6%)
Progress: 306750 / 234837 | Success: 229647 | Failed: 77103 (130.6%)
Progress: 306800 / 234837 | Success: 229647 | Failed: 77153 (130.6%)
Progress: 306850 / 234837 | Success: 229647 | Failed: 77203 (130.7%)
Progress: 306900 / 234837 | Success: 229647 | Failed: 77253 (130.7%)
Progress: 306950 / 234837 | Success: 229647 | Failed: 77303 (130.7%)
Progress: 307000 / 234837 | Success: 229647 | Failed: 77353 (130.7%)
Progress: 307050 / 234837 | Success: 229647 | Failed: 77403 (130.8%)
Progress: 307100 / 234837 | Success: 229647 | Failed: 77453 (130.8%)
Progress: 307150 / 234837 | Success: 229647 | Failed: 77503 (130.8%)
Progress: 307200 / 234837 | Success: 229647 | Failed: 77553 (130.8%)
Progress: 307250 / 234837 | Success: 229647 | Failed: 77603 (130.8%)
Progress: 307300 / 234837 | Success: 229647 | Failed: 77653 (130.9%)
Progress: 307350 / 234837 | Success: 229647 | Failed: 77703 (130.9%)
Progress: 307400 / 234837 | Success: 229647 | Failed: 77753 (130.9%)
Progress: 307450 / 234837 | Success: 229647 | Failed: 77803 (130.9%)
Progress: 307500 / 234837 | Success: 229647 | Failed: 77853 (130.9%)
Progress: 307550 / 234837 | Success: 229647 | Failed: 77903 (131.0%)
Progress: 307600 / 234837 | Success: 229647 | Failed: 77953 (131.0%)
Progress: 307650 / 234837 | Success: 229647 | Failed: 78003 (131.0%)
Progress: 307700 / 234837 | Success: 229647 | Failed: 78053 (131.0%)
Progress: 307750 / 234837 | Success: 229647 | Failed: 78103 (131.0%)
Progress: 307800 / 234837 | Success: 229647 | Failed: 78153 (131.1%)
Progress: 307850 / 234837 | Success: 229647 | Failed: 78203 (131.1%)
Progress: 307900 / 234837 | Success: 229647 | Failed: 78253 (131.1%)
Progress: 307950 / 234837 | Success: 229647 | Failed: 78303 (131.1%)
Progress: 308000 / 234837 | Success: 229647 | Failed: 78353 (131.2%)
Progress: 308050 / 234837 | Success: 229647 | Failed: 78403 (131.2%)
Progress: 308100 / 234837 | Success: 229647 | Failed: 78453 (131.2%)
Progress: 308150 / 234837 | Success: 229647 | Failed: 78503 (131.2%)
Progress: 308200 / 234837 | Success: 229647 | Failed: 78553 (131.2%)
Progress: 308250 / 234837 | Success: 229647 | Failed: 78603 (131.3%)
Progress: 308300 / 234837 | Success: 229647 | Failed: 78653 (131.3%)
Progress: 308350 / 234837 | Success: 229647 | Failed: 78703 (131.3%)
Progress: 308400 / 234837 | Success: 229647 | Failed: 78753 (131.3%)
Progress: 308450 / 234837 | Success: 229647 | Failed: 78803 (131.3%)
Progress: 308500 / 234837 | Success: 229647 | Failed: 78853 (131.4%)
Progress: 308550 / 234837 | Success: 229647 | Failed: 78903 (131.4%)
Progress: 308600 / 234837 | Success: 229647 | Failed: 78953 (131.4%)
Progress: 308650 / 234837 | Success: 229647 | Failed: 79003 (131.4%)
Progress: 308700 / 234837 | Success: 229647 | Failed: 79053 (131.5%)
Progress: 308750 / 234837 | Success: 229647 | Failed: 79103 (131.5%)
Progress: 308800 / 234837 | Success: 229647 | Failed: 79153 (131.5%)
Progress: 308850 / 234837 | Success: 229647 | Failed: 79203 (131.5%)
Progress: 308900 / 234837 | Success: 229647 | Failed: 79253 (131.5%)
Progress: 308950 / 234837 | Success: 229647 | Failed: 79303 (131.6%)
Progress: 309000 / 234837 | Success: 229647 | Failed: 79353 (131.6%)
Progress: 309050 / 234837 | Success: 229647 | Failed: 79403 (131.6%)
Progress: 309100 / 234837 | Success: 229647 | Failed: 79453 (131.6%)
Progress: 309150 / 234837 | Success: 229647 | Failed: 79503 (131.6%)
Progress: 309200 / 234837 | Success: 229647 | Failed: 79553 (131.7%)
Progress: 309250 / 234837 | Success: 229647 | Failed: 79603 (131.7%)
Progress: 309300 / 234837 | Success: 229647 | Failed: 79653 (131.7%)
Progress: 309350 / 234837 | Success: 229647 | Failed: 79703 (131.7%)
Progress: 309400 / 234837 | Success: 229647 | Failed: 79753 (131.8%)
Progress: 309450 / 234837 | Success: 229647 | Failed: 79803 (131.8%)
Progress: 309500 / 234837 | Success: 229647 | Failed: 79853 (131.8%)
Progress: 309550 / 234837 | Success: 229647 | Failed: 79903 (131.8%)
Progress: 309600 / 234837 | Success: 229647 | Failed: 79953 (131.8%)
Progress: 309650 / 234837 | Success: 229647 | Failed: 80003 (131.9%)
Progress: 309700 / 234837 | Success: 229647 | Failed: 80053 (131.9%)
Progress: 309750 / 234837 | Success: 229647 | Failed: 80103 (131.9%)
Progress: 309800 / 234837 | Success: 229647 | Failed: 80153 (131.9%)
Progress: 309850 / 234837 | Success: 229647 | Failed: 80203 (131.9%)
Progress: 309900 / 234837 | Success: 229647 | Failed: 80253 (132.0%)
Progress: 309950 / 234837 | Success: 229647 | Failed: 80303 (132.0%)
Progress: 310000 / 234837 | Success: 229647 | Failed: 80353 (132.0%)
Progress: 310050 / 234837 | Success: 229647 | Failed: 80403 (132.0%)
Progress: 310100 / 234837 | Success: 229647 | Failed: 80453 (132.0%)
Progress: 310150 / 234837 | Success: 229647 | Failed: 80503 (132.1%)
Progress: 310200 / 234837 | Success: 229647 | Failed: 80553 (132.1%)
Progress: 310250 / 234837 | Success: 229647 | Failed: 80603 (132.1%)
Progress: 310300 / 234837 | Success: 229647 | Failed: 80653 (132.1%)
Progress: 310350 / 234837 | Success: 229647 | Failed: 80703 (132.2%)
Progress: 310400 / 234837 | Success: 229647 | Failed: 80753 (132.2%)
Progress: 310450 / 234837 | Success: 229647 | Failed: 80803 (132.2%)
Progress: 310500 / 234837 | Success: 229647 | Failed: 80853 (132.2%)
Progress: 310550 / 234837 | Success: 229647 | Failed: 80903 (132.2%)
Progress: 310600 / 234837 | Success: 229647 | Failed: 80953 (132.3%)
Progress: 310650 / 234837 | Success: 229647 | Failed: 81003 (132.3%)
Progress: 310700 / 234837 | Success: 229647 | Failed: 81053 (132.3%)
Progress: 310750 / 234837 | Success: 229647 | Failed: 81103 (132.3%)
Progress: 310800 / 234837 | Success: 229647 | Failed: 81153 (132.3%)
Progress: 310850 / 234837 | Success: 229647 | Failed: 81203 (132.4%)
Progress: 310900 / 234837 | Success: 229647 | Failed: 81253 (132.4%)
Progress: 310950 / 234837 | Success: 229647 | Failed: 81303 (132.4%)
Progress: 311000 / 234837 | Success: 229647 | Failed: 81353 (132.4%)
Progress: 311050 / 234837 | Success: 229647 | Failed: 81403 (132.5%)
Progress: 311100 / 234837 | Success: 229647 | Failed: 81453 (132.5%)
Progress: 311150 / 234837 | Success: 229647 | Failed: 81503 (132.5%)
Progress: 311200 / 234837 | Success: 229647 | Failed: 81553 (132.5%)
Progress: 311250 / 234837 | Success: 229647 | Failed: 81603 (132.5%)
Progress: 311300 / 234837 | Success: 229647 | Failed: 81653 (132.6%)
Progress: 311350 / 234837 | Success: 229647 | Failed: 81703 (132.6%)
Progress: 311400 / 234837 | Success: 229647 | Failed: 81753 (132.6%)
Progress: 311450 / 234837 | Success: 229647 | Failed: 81803 (132.6%)
Progress: 311500 / 234837 | Success: 229647 | Failed: 81853 (132.6%)
Progress: 311550 / 234837 | Success: 229647 | Failed: 81903 (132.7%)
Progress: 311600 / 234837 | Success: 229647 | Failed: 81953 (132.7%)
Progress: 311650 / 234837 | Success: 229647 | Failed: 82003 (132.7%)
Progress: 311700 / 234837 | Success: 229647 | Failed: 82053 (132.7%)
Progress: 311750 / 234837 | Success: 229647 | Failed: 82103 (132.8%)
Progress: 311800 / 234837 | Success: 229647 | Failed: 82153 (132.8%)
Progress: 311850 / 234837 | Success: 229647 | Failed: 82203 (132.8%)
Progress: 311900 / 234837 | Success: 229647 | Failed: 82253 (132.8%)
Progress: 311950 / 234837 | Success: 229647 | Failed: 82303 (132.8%)
Progress: 312000 / 234837 | Success: 229647 | Failed: 82353 (132.9%)
Progress: 312050 / 234837 | Success: 229647 | Failed: 82403 (132.9%)
Progress: 312100 / 234837 | Success: 229647 | Failed: 82453 (132.9%)
Progress: 312150 / 234837 | Success: 229647 | Failed: 82503 (132.9%)
Progress: 312200 / 234837 | Success: 229647 | Failed: 82553 (132.9%)
Progress: 312250 / 234837 | Success: 229647 | Failed: 82603 (133.0%)
Progress: 312300 / 234837 | Success: 229647 | Failed: 82653 (133.0%)
Progress: 312350 / 234837 | Success: 229647 | Failed: 82703 (133.0%)
Progress: 312400 / 234837 | Success: 229647 | Failed: 82753 (133.0%)
Progress: 312450 / 234837 | Success: 229647 | Failed: 82803 (133.0%)
Progress: 312500 / 234837 | Success: 229647 | Failed: 82853 (133.1%)
Progress: 312550 / 234837 | Success: 229647 | Failed: 82903 (133.1%)
Progress: 312600 / 234837 | Success: 229647 | Failed: 82953 (133.1%)
Progress: 312650 / 234837 | Success: 229647 | Failed: 83003 (133.1%)
Progress: 312700 / 234837 | Success: 229647 | Failed: 83053 (133.2%)
Progress: 312750 / 234837 | Success: 229647 | Failed: 83103 (133.2%)
Progress: 312800 / 234837 | Success: 229647 | Failed: 83153 (133.2%)
Progress: 312850 / 234837 | Success: 229647 | Failed: 83203 (133.2%)
Progress: 312900 / 234837 | Success: 229647 | Failed: 83253 (133.2%)
Progress: 312950 / 234837 | Success: 229647 | Failed: 83303 (133.3%)
Progress: 313000 / 234837 | Success: 229647 | Failed: 83353 (133.3%)
Progress: 313050 / 234837 | Success: 229647 | Failed: 83403 (133.3%)
Progress: 313100 / 234837 | Success: 229647 | Failed: 83453 (133.3%)
Progress: 313150 / 234837 | Success: 229647 | Failed: 83503 (133.3%)
Progress: 313200 / 234837 | Success: 229647 | Failed: 83553 (133.4%)
Progress: 313250 / 234837 | Success: 229647 | Failed: 83603 (133.4%)
Progress: 313300 / 234837 | Success: 229647 | Failed: 83653 (133.4%)
Progress: 313350 / 234837 | Success: 229647 | Failed: 83703 (133.4%)
Progress: 313400 / 234837 | Success: 229647 | Failed: 83753 (133.5%)
Progress: 313450 / 234837 | Success: 229647 | Failed: 83803 (133.5%)
Progress: 313500 / 234837 | Success: 229647 | Failed: 83853 (133.5%)
Progress: 313550 / 234837 | Success: 229647 | Failed: 83903 (133.5%)
Progress: 313600 / 234837 | Success: 229647 | Failed: 83953 (133.5%)
Progress: 313650 / 234837 | Success: 229647 | Failed: 84003 (133.6%)
Progress: 313700 / 234837 | Success: 229647 | Failed: 84053 (133.6%)
Progress: 313750 / 234837 | Success: 229647 | Failed: 84103 (133.6%)
Progress: 313800 / 234837 | Success: 229647 | Failed: 84153 (133.6%)
Progress: 313850 / 234837 | Success: 229647 | Failed: 84203 (133.6%)
